2025-05-19 14:49:47 | INFO     | __main__:main:91 - 创建数据集: company_info
2025-05-19 14:49:47 | ERROR    | __main__:main:105 - 读取输入文件失败: /Users/xiaoxia/Documents/LLM/huishiwei/project_19/input/testCompany2.xlsx, 错误: 'utf-8' codec can't decode byte 0x87 in position 10: invalid start byte
2025-05-19 14:57:48 | INFO     | __main__:main:118 - 开始处理公司: 湖南汉康生物医药有限公司
2025-05-19 14:57:48 | ERROR    | core.crawler:search_company:65 - 搜索公司信息失败: 湖南汉康生物医药有限公司, 错误: list index out of range
2025-05-19 14:57:48 | WARNING  | __main__:main:124 - 未找到公司信息: 湖南汉康生物医药有限公司
2025-05-19 14:57:48 | INFO     | __main__:main:118 - 开始处理公司: 湖南思创节能技术有限公司
2025-05-19 14:57:48 | ERROR    | core.crawler:search_company:65 - 搜索公司信息失败: 湖南思创节能技术有限公司, 错误: list index out of range
2025-05-19 14:57:48 | WARNING  | __main__:main:124 - 未找到公司信息: 湖南思创节能技术有限公司
2025-05-19 14:57:48 | INFO     | __main__:main:118 - 开始处理公司: 湖南泊湾科技有限公司
2025-05-19 14:57:49 | ERROR    | core.crawler:search_company:65 - 搜索公司信息失败: 湖南泊湾科技有限公司, 错误: list index out of range
2025-05-19 14:57:49 | WARNING  | __main__:main:124 - 未找到公司信息: 湖南泊湾科技有限公司
2025-05-19 14:57:49 | INFO     | __main__:main:118 - 开始处理公司: 湖南东华云通软件有限公司
2025-05-19 14:57:49 | ERROR    | core.crawler:search_company:65 - 搜索公司信息失败: 湖南东华云通软件有限公司, 错误: list index out of range
2025-05-19 14:57:49 | WARNING  | __main__:main:124 - 未找到公司信息: 湖南东华云通软件有限公司
2025-05-19 14:57:49 | INFO     | __main__:main:118 - 开始处理公司: 长沙丹渥智能科技有限公司
2025-05-19 14:57:50 | ERROR    | core.crawler:search_company:65 - 搜索公司信息失败: 长沙丹渥智能科技有限公司, 错误: list index out of range
2025-05-19 14:57:50 | WARNING  | __main__:main:124 - 未找到公司信息: 长沙丹渥智能科技有限公司
2025-05-19 14:57:50 | INFO     | __main__:main:118 - 开始处理公司: 湖南国一工程有限公司
2025-05-19 14:57:51 | ERROR    | core.crawler:search_company:65 - 搜索公司信息失败: 湖南国一工程有限公司, 错误: list index out of range
2025-05-19 14:57:51 | WARNING  | __main__:main:124 - 未找到公司信息: 湖南国一工程有限公司
2025-05-19 14:57:51 | INFO     | __main__:main:118 - 开始处理公司: 湖南瑞桓科技产品有限公司
2025-05-19 14:57:52 | ERROR    | core.crawler:search_company:65 - 搜索公司信息失败: 湖南瑞桓科技产品有限公司, 错误: list index out of range
2025-05-19 14:57:52 | WARNING  | __main__:main:124 - 未找到公司信息: 湖南瑞桓科技产品有限公司
2025-05-19 14:57:52 | INFO     | __main__:main:118 - 开始处理公司: 长沙智迪信息技术有限公司
2025-05-19 14:57:52 | ERROR    | core.crawler:search_company:65 - 搜索公司信息失败: 长沙智迪信息技术有限公司, 错误: list index out of range
2025-05-19 14:57:52 | WARNING  | __main__:main:124 - 未找到公司信息: 长沙智迪信息技术有限公司
